episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
239,-2393.065192262517,-1.1965325961312585,6468.086713759456,-0.23903250237803275,0.0,0.0,0.0,0.04193933003828884,0.0,0.1322477378872555,0.005566944006040572,0.041939330038288834,9.375322632321464e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006120209116488695,-2.5442800521850586,0.0012562050542328507,-2.6139631271362305,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
240,-3221.712850774642,-1.610856425387321,6428.822257138687,-0.042710219274242116,0.0,0.0,0.0,0.04206029176845387,0.0,0.1252160708050777,0.005366829835237354,0.04206029176845387,1.4258535269927814e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.00624448899179697,-2.8758533000946045,0.0007093150925356895,-1.5649902820587158,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
241,-2367.6147349507737,-1.1838073674753868,6471.541678785065,-0.2563073275062184,0.0,0.0,0.0,0.041937540056193816,0.0,0.13842833713711014,0.005754940055792793,0.04193754005619381,3.996916894984851e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0062207309529185295,-2.8415982723236084,0.0011424847762100399,-2.9822170734405518,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
242,-2393.0266113856,-1.1965133056928001,6468.082856328725,-0.23901321522444374,0.0,0.0,0.0,0.04194944059372701,0.0,0.13189974162295998,0.005573507921933977,0.041949440593727017,9.046835902115649e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006221683230251074,-2.844817638397217,0.0004180099058430642,-2.4561450481414795,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
243,-3221.567945701683,-1.6107839728508415,6428.807763541478,-0.04263775128819761,0.0,0.0,0.0,0.04204944289361905,0.0,0.12575436754376118,0.005398046578477042,0.04204944289361906,1.5803491887360034e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006118969060480595,-3.083704948425293,0.0005925550212850794,-1.889906883239746,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
244,-2367.4988048554433,-1.1837494024277215,6471.530084610689,-0.2562493566342375,0.0,0.0,0.0,0.04192877447776323,0.0,0.1385966266484512,0.005761382788298411,0.04192877447776322,4.579348485906714e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0062793344259262085,-2.886432409286499,0.0017594652599655092,-1.7455021142959595,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
245,-2393.1512609834485,-1.1965756304917243,6468.095320243858,-0.23907553480014937,0.0,0.0,0.0,0.04195395425631064,0.0,0.1316754398177826,0.005561816415189006,0.041953954256310634,9.569157748457739e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006277741398662329,-3.3118743896484375,0.00021765163546660915,-1.960448145866394,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
246,-3221.5932162422655,-1.6107966081211327,6428.810294252471,-0.04265040484315814,0.0,0.0,0.0,0.04204709748184765,0.0,0.12545767074127445,0.0053588224255080655,0.04204709748184765,1.3975024957880222e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006070358213037252,-2.928086757659912,0.005623386474326253,-1.7776354551315308,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
247,-2367.551217614287,-1.1837756088071436,6471.535322765694,-0.2562755474092847,0.0,0.0,0.0,0.041942393835429824,0.0,0.13807745196100668,0.005746017819242221,0.04194239383542983,6.139786118197524e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006184594705700874,-2.866136312484741,0.0010488819680176675,-2.3415415287017822,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
248,-2393.068340808407,-1.1965341704042034,6468.087026963295,-0.23903406839726088,0.0,0.0,0.0,0.04194669493558624,0.0,0.1328601810967178,0.0056054925185627545,0.04194669493558624,1.0200694248272107e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006089068483561277,-3.4406890869140625,0.0010640216059982777,-2.515401601791382,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
249,-3221.513311853526,-1.610756655926763,6428.802302563495,-0.04261044639822712,0.0,0.0,0.0,0.042044212819591406,0.0,0.12567112016466914,0.005373559647496032,0.042044212819591406,1.4600080765955269e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006033411715179682,-3.042383909225464,0.0007882062927819788,-2.310412645339966,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
250,-2367.61894326177,-1.183809471630885,6471.542095686678,-0.2563094120142179,0.0,0.0,0.0,0.04193173449050055,0.0,0.1370918181827842,0.005696744480305634,0.041931734490500555,5.961667169640891e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006101065780967474,-3.0721113681793213,0.0014106974704191089,-2.456730365753174,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
251,-2393.061161726654,-1.196530580863327,6468.086309757852,-0.23903048237004287,0.0,0.0,0.0,0.04194262663458846,0.0,0.132109514847456,0.005577364060925088,0.041942626634588455,9.849328532492637e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006104429718106985,-2.968883514404297,0.00022663677373202518,-1.686751127243042,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
252,-3221.5320850631024,-1.610766042531551,6428.804177996498,-0.04261982356332997,0.0,0.0,0.0,0.04204284896176667,0.0,0.12587222477513563,0.005370940987976865,0.042042848961766674,1.5544049244493056e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.005954814609140158,-3.05437970161438,0.00038089873851276934,-2.172774076461792,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
253,-2367.7282165855595,-1.1838641082927797,6471.553022285463,-0.25636404500808985,0.0,0.0,0.0,0.04194862617225478,0.0,0.13695401747190605,0.0057020764980507625,0.04194862617225479,6.328468944195749e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.005988012533634901,-3.430560827255249,0.0025216902140527964,-2.4213669300079346,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
254,-2393.026893197514,-1.1965134465987568,6468.082884113495,-0.2390133541482976,0.0,0.0,0.0,0.04194511684811323,0.0,0.13281000786119157,0.005570170601005347,0.041945116848113216,9.245046081203529e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006329820957034826,-2.9703726768493652,0.0005088626421638764,-2.246462345123291,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
255,-3221.5923476877538,-1.610796173843877,6428.810206170219,-0.042649964431873126,0.0,0.0,0.0,0.04205419083901511,0.0,0.12502046636239295,0.0053629552512993025,0.042054190839015106,1.4588427436887597e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006106298882514238,-3.198070764541626,0.0007982190727489069,-2.115893602371216,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
256,-2367.650461220104,-1.1838252306100518,6471.545248170951,-0.25632517443557085,0.0,0.0,0.0,0.0419459938022766,0.0,0.13669015911578278,0.005722784546622166,0.0419459938022766,5.6174483218766325e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006127144210040569,-2.7036292552948,0.0004170522588538006,-1.0652058124542236,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
257,-2392.9999803304727,-1.1964999901652364,6468.080191458852,-0.23899989087505596,0.0,0.0,0.0,0.041941246566697725,0.0,0.13249140217806066,0.005610039282557437,0.041941246566697746,9.929018035655258e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006036781705915928,-2.667361259460449,0.0003435801190789789,-0.9356637597084045,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
258,-3221.5867500567324,-1.6107933750283663,6428.809647463896,-0.042647170900297425,0.0,0.0,0.0,0.04205098223224336,0.0,0.12476655375294056,0.005351913796900281,0.04205098223224336,1.4060034177987474e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.005949263460934162,-3.3385400772094727,0.0005803004314657301,-2.2307932376861572,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
259,-2367.7034747391212,-1.1838517373695607,6471.550548226977,-0.25635167471567,0.0,0.0,0.0,0.04195045508633969,0.0,0.1372132759192787,0.005695746172224952,0.041950455086339704,6.265389044354078e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0060015334747731686,-2.888545513153076,0.0006444550672313198,-2.1840434074401855,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
260,-2393.0263708468588,-1.1965131854234294,6468.082831317631,-0.23901309016901498,0.0,0.0,0.0,0.04194354409172342,0.0,0.13157772271642462,0.005583181757553438,0.04194354409172342,9.525441762323688e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006105291657149792,-3.070556163787842,0.0002901222323998809,-0.9321576356887817,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
261,-3221.5482085103067,-1.6107741042551533,6428.805792242374,-0.0426278947926818,0.0,0.0,0.0,0.04204031348971642,0.0,0.12512556720991969,0.0053361085454761955,0.04204031348971642,1.4593474540283512e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.00612650765106082,-2.9485621452331543,0.0005214317352510989,-2.3490371704101562,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
262,-2367.7427983554744,-1.1838713991777372,6471.554481513868,-0.2563713411501876,0.0,0.0,0.0,0.04195026090917784,0.0,0.13753591768872508,0.005724694402771259,0.041950260909177826,5.802755308255892e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0060868533328175545,-3.4656319618225098,0.0007306626648642123,-2.292175054550171,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
263,-2393.134210195384,-1.196567105097692,6468.093612670865,-0.23906699693512143,0.0,0.0,0.0,0.041955774811007984,0.0,0.13261763707445534,0.005605542231153198,0.041955774811007984,1.081625700003851e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.0060102795250713825,-3.1036019325256348,0.0011929452302865684,-1.1363731622695923,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
264,-3221.5838679662866,-1.6107919339831434,6428.80935913929,-0.04264572927721699,0.0,0.0,0.0,0.04204881828369642,0.0,0.12433077168544152,0.005336021233102688,0.04204881828369642,1.4117820235183982e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006108864676207304,-2.833103656768799,0.0007724122551735491,-2.3137640953063965,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
265,-2367.7035195779085,-1.1838517597889542,6471.5505528481435,-0.2563516978215628,0.0,0.0,0.0,0.04195015147616411,0.0,0.13754985495890984,0.005703881378765672,0.0419501514761641,6.196738853159234e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0060701873153448105,-3.367567777633667,0.005642696283757687,-1.3695330619812012,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
266,-2392.9689187154595,-1.1964844593577297,6468.077083926576,-0.2389843532136566,0.0,0.0,0.0,0.041940085349266375,0.0,0.132303994191116,0.005595493512073387,0.04194008534926637,1.061440783492367e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006187921855598688,-2.8376333713531494,0.0007201239932328463,-2.427826166152954,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
267,-3221.5941277046672,-1.6107970638523337,6428.810384272777,-0.04265085494469714,0.0,0.0,0.0,0.04205346301995088,0.0,0.12543015056684062,0.005355925755877397,0.04205346301995088,1.4537990851630722e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.00607278710231185,-3.031552314758301,0.0007818636659067124,-3.1013681888580322,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
268,-2367.741564692328,-1.183870782346164,6471.554358340309,-0.2563707252823587,0.0,0.0,0.0,0.041957281879742674,0.0,0.13706578813806458,0.005690261948636531,0.041957281879742674,5.7063807924357244e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0060669551603496075,-3.1848981380462646,0.0003527569097059313,-1.487915277481079,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
269,-2392.9704222723053,-1.1964852111361526,6468.077237487303,-0.23898512101731245,0.0,0.0,0.0,0.041946722076297877,0.0,0.13208628077391527,0.0055628326359015,0.04194672207629788,9.01188427369955e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006209028419107199,-3.0295326709747314,0.0007953496824484318,-2.0845916271209717,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
